,Дата,Количество лайков,Количество репостов,Количество просмотров,Количество комментариев,Количество вложений,Описание поста,Знак зодиака,Стихии
343,2024-03-26,109,49,12529,1,1,"27 марта, весы",Весы,Воздух
344,2024-03-26,572,127,12712,3,1,"27 марта, скорпион",Скорпион,Вода
345,2024-03-26,475,77,12244,4,1,"27 марта, стрелец",Стрелец,Огонь
346,2024-03-26,533,68,13472,1,1,"27 марта, козерог",Козерог,Земля
347,2024-03-26,166,84,9878,5,1,"27 марта, водолей",Водолей,Воздух
348,2024-03-26,227,63,11618,3,1,"27 марта, рыбы",Рыбы,Вода
349,2024-03-25,1964,287,29794,4,1,"26 марта, овен",Овен,Огонь
350,2024-03-25,1219,322,24123,6,1,"26 марта, телец",Телец,Земля
351,2024-03-25,2434,655,63529,12,1,"26 марта, близнецы",Близнецы,Воздух
352,2024-03-25,515,127,16004,4,1,"26 марта, рак",Рак,Вода
353,2024-03-25,363,106,11255,5,1,"26 марта, лев",Лев,Огонь
354,2024-03-25,459,82,10223,1,1,"26 марта, дева",Дева,Земля
355,2024-03-25,484,145,12443,3,1,"26 марта, весы",Весы,Воздух
356,2024-03-25,797,176,15033,1,1,"26 марта, скорпион",Скорпион,Вода
357,2024-03-25,1726,329,31440,8,1,"26 марта, стрелец",Стрелец,Огонь
358,2024-03-25,2913,488,40168,6,1,"26 марта, козерог",Козерог,Земля
359,2024-03-25,431,77,10831,2,1,"26 марта, водолей",Водолей,Воздух
360,2024-03-25,513,106,12518,3,1,"26 марта, рыбы",Рыбы,Вода
361,2024-03-24,4361,629,59106,11,1,"25 марта, овен",Овен,Огонь
362,2024-03-24,440,145,26689,3,1,"25 марта, телец",Телец,Земля
363,2024-03-24,685,118,15650,2,1,"25 марта, близнецы",Близнецы,Воздух
364,2024-03-24,500,121,12051,3,1,"25 марта, рак",Рак,Вода
365,2024-03-24,780,141,14304,2,1,"25 марта, лев",Лев,Огонь
366,2024-03-24,339,65,10706,2,1,"25 марта, дева",Дева,Земля
367,2024-03-24,922,129,14382,1,1,"25 марта, весы",Весы,Воздух
368,2024-03-24,375,70,12492,10,1,"25 марта, скорпион",Скорпион,Вода
369,2024-03-24,1577,302,25481,10,1,"25 марта, стрелец",Стрелец,Огонь
370,2024-03-24,271,92,9731,5,1,"25 марта, козерог",Козерог,Земля
371,2024-03-24,348,89,11715,5,1,"25 марта, водолей",Водолей,Воздух
372,2024-03-24,273,104,10090,1,1,"25 марта, рыбы",Рыбы,Вода
373,2024-03-23,714,119,17673,1,1,"24 марта, овен",Овен,Огонь
374,2024-03-23,19929,1062,265282,38,1,"24 марта, телец",Телец,Земля
375,2024-03-23,1452,276,26380,5,1,"24 марта, близнецы",Близнецы,Воздух
376,2024-03-23,1143,176,18801,3,1,"24 марта, рак",Рак,Вода
377,2024-03-23,385,100,12141,0,1,"24 марта, лев",Лев,Огонь
378,2024-03-23,628,159,12908,2,1,"24 марта, дева",Дева,Земля
379,2024-03-23,340,69,10413,1,1,"24 марта, весы",Весы,Воздух
380,2024-03-23,2305,452,40733,14,1,"24 марта, скорпион",Скорпион,Вода
381,2024-03-23,490,136,11909,7,1,"24 марта, стрелец",Стрелец,Огонь
382,2024-03-23,760,137,21575,5,1,"24 марта, козерог",Козерог,Земля
383,2024-03-23,591,140,13648,6,1,"24 марта, водолей",Водолей,Воздух
384,2024-03-23,1000,235,19707,4,1,"24 марта, рыбы",Рыбы,Вода
385,2024-03-22,591,151,16838,0,1,"23 марта, овен",Овен,Огонь
386,2024-03-22,561,102,13203,3,1,"23 марта, телец",Телец,Земля
387,2024-03-22,394,113,12144,6,1,"23 марта, близнецы",Близнецы,Воздух
388,2024-03-22,485,152,13203,2,1,"23 марта, рак",Рак,Вода
389,2024-03-22,381,54,11691,0,1,"23 марта, лев",Лев,Огонь
390,2024-03-22,309,70,10023,3,1,"23 марта, дева",Дева,Земля
391,2024-03-22,299,68,8700,2,1,"23 марта, весы",Весы,Воздух
392,2024-03-22,491,98,11472,5,1,"23 марта, скорпион",Скорпион,Вода
393,2024-03-22,477,82,10322,4,1,"23 марта, стрелец",Стрелец,Огонь
394,2024-03-22,298,57,8290,4,1,"23 марта, козерог",Козерог,Земля
395,2024-03-22,728,98,14622,0,1,"23 марта, водолей",Водолей,Воздух
396,2024-03-22,2663,512,40806,26,1,"23 марта, рыбы",Рыбы,Вода
397,2024-03-21,2634,345,39126,9,1,"22 марта, овен",Овен,Огонь
398,2024-03-21,1065,151,18113,3,1,"22 марта, телец",Телец,Земля
399,2024-03-21,611,138,13404,1,1,"22 марта, близнецы",Близнецы,Воздух
400,2024-03-21,787,275,19832,3,1,"22 марта, рак",Рак,Вода
401,2024-03-21,551,113,12382,1,1,"22 марта, лев",Лев,Огонь
402,2024-03-21,4520,697,47799,17,1,"22 марта, дева",Дева,Земля
403,2024-03-21,457,117,11517,1,1,"22 марта, весы",Весы,Воздух
404,2024-03-21,456,132,11823,4,1,"22 марта, скорпион",Скорпион,Вода
405,2024-03-21,633,120,12706,2,1,"22 марта, стрелец",Стрелец,Огонь
406,2024-03-21,480,157,12553,3,1,"22 марта, козерог",Козерог,Земля
407,2024-03-21,487,148,11264,0,1,"22 марта, водолей",Водолей,Воздух
408,2024-03-21,3878,568,49016,7,1,"22 марта, рыбы",Рыбы,Вода
409,2024-03-20,2425,353,39403,3,1,"21 марта, овен",Овен,Огонь
410,2024-03-20,3818,696,48126,6,1,"21 марта, телец",Телец,Земля
411,2024-03-20,576,138,12857,0,1,"21 марта, близнецы",Близнецы,Воздух
412,2024-03-20,1082,284,21530,23,1,"21 марта, рак",Рак,Вода
413,2024-03-20,1825,377,42631,29,1,"21 марта, лев",Лев,Огонь
414,2024-03-20,538,136,17557,0,1,"21 марта, дева",Дева,Земля
415,2024-03-20,536,86,11224,2,1,"21 марта, весы",Весы,Воздух
416,2024-03-20,452,134,12590,1,1,"21 марта, скорпион",Скорпион,Вода
417,2024-03-20,449,127,13246,2,1,"21 марта, стрелец",Стрелец,Огонь
418,2024-03-20,352,137,9440,1,1,"21 марта, козерог",Козерог,Земля
419,2024-03-20,529,133,12007,5,1,"21 марта, водолей",Водолей,Воздух
420,2024-03-20,1554,353,26484,6,1,"21 марта, рыбы",Рыбы,Вода
421,2024-03-19,720,153,15457,2,1,"20 марта, овен",Овен,Огонь
422,2024-03-19,2585,412,46201,9,1,"20 марта, телец",Телец,Земля
423,2024-03-19,840,169,15919,1,1,"20 марта, близнецы",Близнецы,Воздух
424,2024-03-19,542,109,12636,1,1,"20 марта, рак",Рак,Вода
425,2024-03-19,764,176,14668,1,1,"20 марта, лев",Лев,Огонь
426,2024-03-19,505,174,14278,2,1,"20 марта, дева",Дева,Земля
427,2024-03-19,854,213,14353,3,1,"20 марта, весы",Весы,Воздух
428,2024-03-19,1645,333,21560,2,1,"20 марта, скорпион",Скорпион,Вода
429,2024-03-19,392,136,12059,5,1,"20 марта, стрелец",Стрелец,Огонь
430,2024-03-19,684,190,14603,11,1,"20 марта, козерог",Козерог,Земля
431,2024-03-19,2414,520,43942,5,1,"20 марта, водолей",Водолей,Воздух
432,2024-03-19,1444,249,25514,26,1,"20 марта, рыбы",Рыбы,Вода
433,2024-03-18,466,215,15259,2,1,"19 марта, овен",Овен,Огонь
434,2024-03-18,1781,378,31203,5,1,"19 марта, телец",Телец,Земля
435,2024-03-18,1345,267,25829,2,1,"19 марта, близнецы",Близнецы,Воздух
436,2024-03-18,379,168,10223,5,1,"19 марта, рак",Рак,Вода
437,2024-03-18,751,204,17783,4,1,"19 марта, лев",Лев,Огонь
438,2024-03-18,367,108,13087,3,1,"19 марта, дева",Дева,Земля
439,2024-03-18,225,90,10997,2,1,"19 марта, весы",Весы,Воздух
440,2024-03-18,629,123,12453,2,1,"19 марта, скорпион",Скорпион,Вода
441,2024-03-18,434,93,13238,7,1,"19 марта, стрелец",Стрелец,Огонь
442,2024-03-18,291,133,15043,6,1,"19 марта, козерог",Козерог,Земля
443,2024-03-18,690,144,16636,8,1,"19 марта, водолей",Водолей,Воздух
444,2024-03-18,29618,5671,473844,60,1,"19 марта, рыбы",Рыбы,Вода
445,2024-03-17,1258,389,26757,8,1,"18 марта, овен",Овен,Огонь
446,2024-03-17,2186,349,31333,1,1,"18 марта, телец",Телец,Земля
447,2024-03-17,775,203,21433,5,1,"18 марта, близнецы",Близнецы,Воздух
448,2024-03-17,497,121,14707,1,1,"18 марта, рак",Рак,Вода
449,2024-03-17,326,148,12044,14,1,"18 марта, лев",Лев,Огонь
450,2024-03-17,518,123,13488,2,1,"18 марта, дева",Дева,Земля
451,2024-03-17,404,66,12511,3,1,"18 марта, весы",Весы,Воздух
452,2024-03-17,378,182,15458,3,1,"18 марта, скорпион",Скорпион,Вода
453,2024-03-17,207,58,9991,1,1,"18 марта, стрелец",Стрелец,Огонь
454,2024-03-17,384,37,9984,1,1,"18 марта, козерог",Козерог,Земля
455,2024-03-17,314,114,9547,2,1,"18 марта, водолей",Водолей,Воздух
456,2024-03-17,528,94,9996,3,1,"18 марта, рыбы",Рыбы,Вода
457,2024-03-16,937,212,18540,4,1,"17 марта, овен",Овен,Огонь
458,2024-03-16,194,70,10350,2,1,"17 марта, телец",Телец,Земля
459,2024-03-16,468,70,10787,1,1,"17 марта, близнецы",Близнецы,Воздух
460,2024-03-16,550,139,14534,0,1,"17 марта, рак",Рак,Вода
461,2024-03-16,498,95,10167,4,1,"17 марта, лев",Лев,Огонь
462,2024-03-16,464,50,10750,0,1,"17 марта, дева",Дева,Земля
463,2024-03-16,449,82,10048,1,1,"17 марта, весы",Весы,Воздух
464,2024-03-16,316,55,9335,0,1,"17 марта, скорпион",Скорпион,Вода
465,2024-03-16,362,73,12610,3,1,"17 марта, стрелец",Стрелец,Огонь
466,2024-03-16,454,118,13243,4,1,"17 марта, козерог",Козерог,Земля
467,2024-03-16,441,119,10336,5,1,"17 марта, водолей",Водолей,Воздух
468,2024-03-16,619,122,13867,1,1,"17 марта, рыбы",Рыбы,Вода
469,2024-03-16,991,128,18984,0,1,"16 марта, овен",Овен,Огонь
470,2024-03-16,913,135,18164,8,1,"16 марта, телец",Телец,Земля
471,2024-03-16,287,44,11557,3,1,"16 марта, близнецы",Близнецы,Воздух
472,2024-03-15,381,57,9340,3,1,"16 марта, рак",Рак,Вода
473,2024-03-15,198,29,8110,1,1,"16 марта, лев",Лев,Огонь
474,2024-03-15,300,102,9546,1,1,"16 марта, дева",Дева,Земля
475,2024-03-15,464,75,10873,3,1,"16 марта, весы",Весы,Воздух
476,2024-03-15,447,95,11855,1,1,"16 марта, скорпион",Скорпион,Вода
477,2024-03-15,2221,317,32166,10,1,"16 марта, стрелец",Стрелец,Огонь
478,2024-03-15,545,154,12196,2,1,"16 марта, козерог",Козерог,Земля
479,2024-03-15,593,128,14045,1,1,"16 марта, водолей",Водолей,Воздух
480,2024-03-15,326,83,8225,2,1,"16 марта, рыбы",Рыбы,Вода
481,2024-03-14,3927,412,53710,21,1,"15 марта, овен",Овен,Огонь
482,2024-03-14,3085,737,59614,3,1,"15 марта, телец",Телец,Земля
483,2024-03-14,831,123,14800,2,1,"15 марта, близнецы",Близнецы,Воздух
484,2024-03-14,741,146,15091,4,1,"15 марта, рак",Рак,Вода
485,2024-03-14,670,208,12503,0,1,"15 марта, лев",Лев,Огонь
486,2024-03-14,620,115,13148,2,1,"15 марта, дева",Дева,Земля
487,2024-03-14,634,112,14313,0,1,"15 марта, весы",Весы,Воздух
488,2024-03-14,340,71,12152,4,1,"15 марта, скорпион",Скорпион,Вода
489,2024-03-14,711,139,12416,1,1,"15 марта, стрелец",Стрелец,Огонь
490,2024-03-14,379,85,12264,1,1,"15 марта, козерог",Козерог,Земля
491,2024-03-14,1399,262,24876,9,1,"15 марта, водолей",Водолей,Воздух
492,2024-03-14,460,126,10597,3,1,"15 марта, рыбы",Рыбы,Вода
493,2024-03-13,2063,369,29896,12,1,"14 марта, овен",Овен,Огонь
494,2024-03-13,1992,516,39757,12,1,"14 марта, телец",Телец,Земля
495,2024-03-13,353,123,12922,4,1,"14 марта, близнецы",Близнецы,Воздух
496,2024-03-13,275,67,9927,1,1,"14 марта, рак",Рак,Вода
497,2024-03-13,275,54,8800,3,1,"14 марта, лев",Лев,Огонь
498,2024-03-13,259,101,10326,2,1,"14 марта, дева",Дева,Земля
499,2024-03-13,459,64,10457,1,1,"14 марта, весы",Весы,Воздух
500,2024-03-13,399,92,9410,1,1,"14 марта, скорпион",Скорпион,Вода
501,2024-03-13,330,101,9584,4,1,"14 марта, стрелец",Стрелец,Огонь
502,2024-03-13,428,135,11700,8,1,"14 марта, козерог",Козерог,Земля
503,2024-03-13,371,70,9886,1,1,"14 марта, водолей",Водолей,Воздух
504,2024-03-13,1676,335,29158,25,1,"14 марта, рыбы",Рыбы,Вода
505,2024-03-12,617,132,20851,9,1,"13 марта, овен",Овен,Огонь
506,2024-03-12,817,185,17955,1,1,"13 марта, телец",Телец,Земля
507,2024-03-12,2727,477,41070,2,1,"13 марта, близнецы",Близнецы,Воздух
508,2024-03-12,593,132,17836,2,1,"13 марта, рак",Рак,Вода
509,2024-03-12,371,100,11087,0,1,"13 марта, лев",Лев,Огонь
510,2024-03-12,2215,328,29796,3,1,"13 марта, дева",Дева,Земля
511,2024-03-12,231,72,11651,8,1,"13 марта, весы",Весы,Воздух
512,2024-03-12,239,60,8404,3,1,"13 марта, скорпион",Скорпион,Вода
513,2024-03-12,472,90,13927,14,1,"13 марта, стрелец",Стрелец,Огонь
514,2024-03-12,366,104,13133,5,1,"13 марта, козерог",Козерог,Земля
515,2024-03-12,310,107,9584,1,1,"13 марта, водолей",Водолей,Воздух
516,2024-03-12,2857,590,47330,6,1,"13 марта, рыбы",Рыбы,Вода
517,2024-03-11,2965,315,74539,16,1,"12 марта, овен",Овен,Огонь
518,2024-03-11,2006,199,31683,21,1,"12 марта, телец",Телец,Земля
519,2024-03-11,1150,289,20546,0,1,"12 марта, близнецы",Близнецы,Воздух
520,2024-03-11,440,101,11432,2,1,"12 марта, рак",Рак,Вода
521,2024-03-11,3169,720,53626,6,1,"12 марта, лев",Лев,Огонь
522,2024-03-11,2530,492,38989,2,1,"12 марта, дева",Дева,Земля
523,2024-03-11,533,106,21671,4,1,"12 марта, весы",Весы,Воздух
524,2024-03-11,319,95,9207,1,1,"12 марта, скорпион",Скорпион,Вода
525,2024-03-11,615,104,11774,1,1,"12 марта, стрелец",Стрелец,Огонь
526,2024-03-11,472,147,11908,0,1,"12 марта, козерог",Козерог,Земля
527,2024-03-11,546,94,11803,2,1,"12 марта, водолей",Водолей,Воздух
528,2024-03-11,417,107,11038,0,1,"12 марта, рыбы",Рыбы,Вода
529,2024-03-10,2495,380,34391,2,1,"10 марта, овен",Овен,Огонь
530,2024-03-10,1903,282,29049,6,1,"10 марта, телец",Телец,Земля
531,2024-03-10,2421,461,34752,9,1,"10 марта, близнецы",Близнецы,Воздух
